Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
326,WZZ2DU,217.337217,43.2521,2.34785,7.46617,2126
327,WZZ1CD,217.337217,43.5361,2.20276,7.00479,2129
328,WZZ3PK,217.337217,43.2521,2.34785,7.46617,2126
329,WUK3909,217.337217,43.2521,2.34785,7.46617,2126
330,WZZ100B,217.337217,43.5361,2.20276,7.00479,2129
331,WUK2EC,217.337217,43.2521,2.34785,7.46617,2126
332,ELY314,217.337217,42.9414,2.40526,7.64871,2117
333,WUK100E,217.337217,43.5361,2.20276,7.00479,2129
334,WUK19CD,217.337217,43.2521,2.34785,7.46617,2126
335,WUK472,217.337217,43.5361,2.20276,7.00479,2129
336,WUK588,217.337217,43.5361,2.20276,7.00479,2129
337,EZY46AK,217.337217,41.7343,1.97887,6.29282,2196
338,WUK4485,217.337217,43.5361,2.20276,7.00479,2129
339,EZY86QA,217.337217,43.9461,2.05581,6.53746,2126
340,TOM2MB,217.337217,44.0128,3.2787,10.4263,2090
341,EZY75YV,217.337217,43.5491,2.12507,6.75771,2135
342,EZY64RU,217.337217,43.5491,2.12507,6.75771,2135
343,WUK5316,217.337217,43.2521,2.34785,7.46617,2126
344,WUK1EF,217.337217,43.1189,2.32396,7.39019,2121
345,EZY19QZ,217.337217,43.9461,2.05581,6.53746,2126
346,WUK6PX,217.337217,43.2521,2.34785,7.46617,2126
347,EZY86DM,217.337217,44.0891,2.09006,6.64639,2126
348,WUK1798,217.337217,43.2521,2.34785,7.46617,2126
349,EZY2083,217.337217,43.5361,2.20276,7.00479,2129
350,EZY91PK,217.337217,43.5361,2.20276,7.00479,2129
351,WZZ354,217.337217,43.5361,2.20276,7.00479,2129
352,WZZ6ZM,217.337217,43.5361,2.20276,7.00479,2129
353,WZZ3TK,217.337217,43.5361,2.20276,7.00479,2129
354,EZY43JV,217.337217,43.5361,2.20276,7.00479,2129
355,FOO768M,217.337217,41.2548,2.26269,7.19537,2197
356,WZZ8TV,217.337217,43.2521,2.34785,7.46617,2126
357,WZZ4AR,217.337217,43.5361,2.20276,7.00479,2129
358,WZZ3AT,217.337217,43.5361,2.20276,7.00479,2129
359,WZZ1BE,217.337217,43.5361,2.20276,7.00479,2129
360,WZZ131,217.337217,43.5361,2.20276,7.00479,2129
361,WZZ3VS,217.337217,43.2521,2.34785,7.46617,2126
362,WZZ6XJ,217.337217,43.1857,2.47419,7.86793,2120
363,WUK526,217.337217,43.2521,2.34785,7.46617,2126
364,WZZ8GN,217.337217,43.5361,2.20276,7.00479,2129
365,RYR8GL,217.337217,43.6598,2.26819,7.21285,2114
366,RYR4YV,217.337217,43.5278,2.24606,7.14248,2111
367,WUK88,217.337217,43.5361,2.20276,7.00479,2129
368,WZZ5ZU,217.337217,43.2521,2.34785,7.46617,2126
369,WZZ62,217.337217,43.3967,2.1733,6.9111,2127
370,EZY2157,217.337217,41.7343,1.97887,6.29282,2196
371,AXG0417,217.337217,41.1813,0.649905,2.0667,2111
372,WZZ212,217.337217,43.5361,2.20276,7.00479,2129
373,WUK52,217.337217,43.2521,2.34785,7.46617,2126
374,BCS6717,217.337217,43.3628,4.45398,14.1637,2105
375,BMS6HU,217.337217,43.6598,2.26819,7.21285,2114
376,ELY312,217.337217,42.9414,2.40526,7.64871,2117
377,KLJ2165,217.337217,42.7698,0.850466,2.70448,2207
378,RYR74E,217.337217,43.6598,2.26819,7.21285,2114
379,IJM070,217.337217,44.1475,0.679187,2.15982,2142
380,LDX2,217.337217,44.0652,1.38757,4.41248,2070
381,BMS9VQ,217.337217,43.6598,2.26819,7.21285,2114
382,WUK1VN,217.337217,43.2521,2.34785,7.46617,2126
383,EZY79EZ,217.337217,41.63,2.101,6.68119,2163
384,WUK838,217.337217,43.6758,2.22047,7.06111,2129
385,WUK3728,217.337217,43.5361,2.20276,7.00479,2129
386,EZY2085,217.337217,43.3967,2.1733,6.9111,2127
387,EZY12VV,217.337217,43.9461,2.05581,6.53746,2126
388,VPBXB,217.337217,44.287,1.40002,4.45206,2070
389,EZY86FH,217.337217,44.0891,2.09006,6.64639,2126
390,EZY31XF,217.337217,42.969,1.99484,6.3436,2119
391,WZZ6ER,217.337217,43.5361,2.20276,7.00479,2129
392,TYW524P,217.337217,40.1404,0.401328,1.27622,2624
393,EZY56DH,217.337217,44.0891,2.09006,6.64639,2126
394,WUK625,217.337217,43.2521,2.34785,7.46617,2126
395,WZZ518,217.337217,43.2521,2.34785,7.46617,2126
396,WUK4451,217.337217,43.5361,2.20276,7.00479,2129
397,WZZ1AC,217.337217,43.2521,2.34785,7.46617,2126
398,WUK687,217.337217,43.5361,2.20276,7.00479,2129
399,WZZ471,217.337217,43.5361,2.20276,7.00479,2129
400,MJE944,217.337217,41.1658,0.865244,2.75148,2485
401,NJE150Y,217.337217,43.3003,0.693802,2.20629,2150
402,WZZ13BB,217.337217,43.2521,2.34785,7.46617,2126
403,TIE417S,217.337217,43.3531,0.420371,1.33678,2276
404,GAC230U,217.337217,41.1857,0.281737,0.895925,2961
405,AHO277F,217.337217,43.5375,0.428588,1.36291,2378
406,WZZ560,217.337217,43.1857,2.47419,7.86793,2120
407,WUK5DX,217.337217,43.2521,2.34785,7.46617,2126
408,WUK6424,217.337217,43.5361,2.20276,7.00479,2129
409,WUK1088,217.337217,43.2521,2.34785,7.46617,2126
410,BCS6789,217.337217,43.7865,4.57554,14.5502,2111
411,WUK501,217.337217,43.1189,2.32396,7.39019,2121
412,N280EX,217.337217,41.8672,0.724565,2.30412,2201
413,EZY96YG,217.337217,41.63,2.101,6.68119,2163
414,ULC52,217.337217,44.0652,1.38757,4.41248,2070
415,WUK5AY,217.337217,43.2521,2.34785,7.46617,2126
416,WZZ217,217.337217,43.5361,2.20276,7.00479,2129
417,RYR973H,217.337217,43.6598,2.26819,7.21285,2114
418,WZZ14AA,217.337217,43.2521,2.34785,7.46617,2126
419,BZE07B,217.337217,30.306,0.56879,1.80875,2962
420,ESW650,217.337217,44.0652,1.38757,4.41248,2070
421,RKS1,217.337217,43.7955,1.38306,4.39812,2070
422,SXS8KU,217.337217,43.6598,2.26819,7.21285,2114
423,BMS7VV,217.337217,43.1229,2.03021,6.45608,2163
424,WUK8XN,217.337217,43.2521,2.34785,7.46617,2126
425,EZY38ZR,217.337217,43.9461,2.05581,6.53746,2126
426,EZY18DH,217.337217,43.5361,2.20276,7.00479,2129
427,WZZ371,217.337217,43.5361,2.20276,7.00479,2129
428,YUBZZ,217.337217,41.7499,0.39761,1.2644,2523
429,NJE492E,217.337217,43.3595,0.466049,1.48203,2333
430,WUK452,217.337217,43.5361,2.20276,7.00479,2129
431,WUK3WT,217.337217,43.2521,2.34785,7.46617,2126
432,RYR46YN,217.337217,43.6598,2.26819,7.21285,2114
433,EZY71DC,217.337217,41.7343,1.97887,6.29282,2196
434,LNX46TC,217.337217,41.1658,0.865244,2.75148,2485
435,VLG84AS,217.337217,41.63,2.101,6.68119,2163
