SampleID,FlightID,Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
16,327,MBR344,383.142143,73.4037,1.00969,3.21081,3850
16,328,MBR346,370.730737,69.8356,0.284486,0.904665,5262
16,329,MBR347,383.045709,72.7719,2.26085,7.18951,3745
16,330,MBR350,385.400416,73.4193,2.483,7.89595,3861
16,331,MBR351,385.943835,73.8677,0.971019,3.08784,3923
16,332,MBR365,383.287607,72.7658,0.436891,1.38931,5035
16,333,MBR366,373.261052,66.4117,0.792322,2.51958,4015
16,334,MBR380,383.517097,69.2401,1.04963,3.33781,3973
16,335,MBR382,380.166659,66.9438,1.31545,4.18314,3979
16,336,MBR383,380.397983,73.1841,2.12885,6.76975,3917
16,337,MBR452,546.669484,157.821,2.96545,9.43013,5425
16,338,MBR818,546.060227,146.188,3.75052,11.9266,5758
16,339,MBR842,541.256181,133.662,1.82246,5.79543,6318
16,340,MBR146,541.256181,147.115,1.93229,6.14469,5781
16,341,MBR424,541.256181,149.64,1.73029,5.50234,5463
16,342,MBR224,545.145017,131.995,0.14076,0.447618,12434
16,343,MBR217,545.145017,131.995,0.14076,0.447618,12434
16,344,MBR30,545.145017,131.995,0.14076,0.447618,12434
16,345,MBR453,544.047005,131.268,0.141687,0.450565,12451
16,346,MBR83,380.247686,71.7206,2.37688,7.55849,3821
16,347,MBR441,380.239118,66.4815,2.79477,8.88738,3946
16,348,MBR602,384.806527,66.877,0.457417,1.45459,6145
16,349,MBR50,372.901793,79.8957,0.275867,0.877257,4748
16,350,MBR63,380.239118,67.8952,2.63612,8.38286,3854
16,351,MBR87,375.636248,70.8652,0.722965,2.29903,3750
16,352,MBR91,372.901793,77.5771,0.293148,0.932212,4728
16,353,MBR157,380.247686,71.7206,2.37688,7.55849,3821
16,354,MBR164,375.636248,71.6262,0.716578,2.27872,3748
16,355,MBR168,375.636248,78.5894,0.675826,2.14913,3592
16,356,MBR497,380.295276,82.7796,0.933935,2.96991,3577
16,357,MBR503,373.161247,79.3417,0.715782,2.27619,3673
16,358,MBR504,380.247686,67.8314,2.50493,7.96567,3907
16,359,MBR506,373.525428,74.2098,0.670467,2.13209,3881
16,360,MBR512,373.161247,70.3407,0.774847,2.46401,3930
16,361,MBR513,382.967118,81.0598,1.57522,5.00919,3462
16,362,MBR517,377.956612,75.5949,2.36277,7.51361,3518
16,363,MBR525,382.967118,73.0794,1.75381,5.57712,3669
16,364,MBR531,380.247686,82.0313,1.90888,6.07025,3627
16,365,MBR532,377.956612,83.7943,1.90316,6.05206,3367
16,366,MBR538,375.636248,77.5688,0.68516,2.17881,3593
16,367,MBR539,375.636248,85.7968,0.425002,1.35151,3867
16,368,MBR540,380.247686,69.9119,2.43586,7.74604,3864
16,369,MBR542,377.959977,70.9284,0.617876,1.96485,4036
16,370,MBR543,377.960918,71.5955,0.631306,2.00755,4090
16,371,MBR544,377.959977,74.1279,0.595828,1.89473,3951
16,372,MBR545,375.636248,71.6262,0.716578,2.27872,3748
16,373,MBR546,383.187802,77.271,0.39666,1.26138,5085
16,374,MBR548,377.962393,85.3916,0.584812,1.8597,3684
16,375,MBR550,383.011913,78.1076,1.64786,5.24019,3524
16,376,MBR554,383.187802,73.8289,0.427449,1.35929,5043
16,377,MBR555,373.525428,82.5506,0.592758,1.88497,3652
16,378,MBR556,377.959981,79.4511,2.17044,6.90201,3543
16,379,MBR560,383.058415,72.9834,0.90558,2.87974,4070
16,380,MBR561,380.239118,64.8074,2.9749,9.4602,4765
16,381,MBR562,375.636248,81.4136,0.653258,2.07736,3513
16,382,MBR563,375.636248,80.4242,0.665824,2.11732,3515
